x,y,z,t
2.339004093090672,4.3484294142917355,9.351592469059513,64.57
2.549756450187572,4.760136480401964,9.2151790299701,64.58
2.781621863113083,5.212296362536138,9.103947153404915,64.59
3.036585228687542,5.708386602228893,9.021272004195085,64.6
3.316686928165522,6.2520444621887865,8.970963614895068,64.61
3.624306066479021,6.846884136546591,8.959019226402868,64.62
3.9619264127325353,7.496391399511827,8.992055097170928,64.63
4.332040878717501,8.204086123995447,9.076724794723887,64.64
4.73722962342735,8.973047082922312,9.221677611474835,64.65
5.179988088784685,9.804492958376848,9.438520323773398,64.66
5.662782134869822,10.699364012797014,9.739098570693312,64.67
6.188102910723822,11.658228671845844,10.136194938009803,64.68
6.757535701324678,12.676468448523806,10.646578691684226,64.69
7.371977022999326,13.746554481120972,11.287953484690663,64.7
8.032331168287719,14.860627103840777,12.078491003971466,64.71
8.737562828684528,16.002263555774192,13.038197864515842,64.72
9.483973179838788,17.14634476332257,14.185607631370571,64.73
10.267667360113212,18.266920633443224,15.539242611896602,64.74
11.08128651619389,19.32662895908831,17.113120040754673,64.75
11.912452594867023,20.27657951873672,18.910041538496245,64.76
12.748061440640317,21.066287435180172,20.930981216699845,64.77
13.569317801437267,21.636666033447682,23.15780247658237,64.78
14.35299659760767,21.928237879213402,25.551566941852005,64.79
15.074294166004574,21.882003782473486,28.066406553257934,64.8
15.704224178922072,21.456563686554986,30.624476608321597,64.81
16.21453249779415,20.625678352046883,33.13803291449999,64.82
16.576450229900683,19.382202859479126,35.508240682607536,64.83
16.768078578768463,17.764007447819978,37.63640334593398,64.84
16.770610548659388,15.822425118927004,39.428898811391846,64.85
16.576571766960623,13.646471476826559,40.81992788874084,64.86
16.186713366365076,11.336676764095722,41.76793917747999,64.87
15.61177705893229,9.000144984536018,42.26387976799694,64.88
14.872577888236878,6.734285748911289,42.336514997805956,64.89
13.994701925290046,4.626193331516296,42.030005172480784,64.9
13.009825378987745,2.731174796815247,41.4128764405832,64.91
11.950314966771693,1.0889566344438928,40.556885589096,64.92
10.847863326513746,-0.29078137403753446,39.532736008874366,64.93
9.73173805338901,-1.4122650759562563,38.40483833081544,64.94
